cantica;canto;verse;text;author
1;6;100-102;Thus we went on through the filthy mixture, of shades and rain, with slow, heavy steps, speaking lightly of things to come.;singleton
1;6;103-105;So I said: “Master, will these torments increase after the Last Judgment, or will they be less, or just the same?”;singleton
1;6;106-108;And he to me: “Return to your learning, which tells you that the more perfect a thing, the more it feels both good and pain.;singleton
1;6;109-111;Although these damned shall never reach true perfection, they will be closer to it then than they are now.”;singleton
1;6;112-114;We circled round that path, speaking much more than I now recount, until we reached the place where the descent begins.;singleton
1;6;115-115;There we found Plutus, the great enemy.;singleton
1;7;1-3;"""Pape Satàn, pape Satàn aleppe!"" Plutus began with a clucking voice; and that gentle sage who knew all said,";singleton
1;7;4-6;"to reassure me, ""Do not let your fear harm you; for, whatever power he has, he shall not keep us from descending this rock.""";singleton
1;7;7-9;"Then he turned back to that bloated visage and said, ""Silence, accursed wolf! Consume yourself inwardly with your own rage.""";singleton
1;7;10-12;"""Not without cause is this journey to the depth; so is it willed on high, there where Michael avenged the proud rebellion.""";singleton
1;7;13-15;As sails swollen by the wind fall in a heap when the mainmast snaps, so fell that cruel beast to the ground.;singleton
1;7;16-18;Thus we descended into the fourth hollow, taking in more of the dismal bank which insacks all the evil of the universe.;singleton
1;7;19-21;Ah, justice of God! Who crams together so many new travails and penalties as I saw? And why does our guilt so waste us?;singleton
1;7;22-24;As does the wave, there over Charybdis, breaking itself against the wave it meets, so must the folk here dance their round.;singleton
1;7;25-27;Here I saw far more people than elsewhere, both on the one side and on the other, howling loudly, rolling weights.;singleton
1;7;28-30;"They clashed together, and then right there each wheeled round, rolling back his weight, shouting, ""Why do you hoard?"" and ""Why do you squander?""";singleton
1;7;31-33;Thus they returned along the gloomy circle on either hand to the opposite point, shouting at each other again their refrain.;singleton
1;7;34-36;Then, having reached that point, each turned back through his half-circle to the next joust. And I, heart-wrung at this,;singleton
1;7;37-39;" said, ""Master, now declare to me who are these people, and if all these tonsured ones on our left were clerics.""";singleton
1;7;40-42;"And he to me, ""Each and all of these were so asquint of mind in the first life that they followed there no right measure in their spending.""";singleton
1;7;43-45;Most clearly do they bark this out when they come to the two points of the circle where opposite fault divides them.;singleton
1;7;46-48;"These who have no covering of hair on their head were clerics, and popes and cardinals, in whom avarice wreaks its excess.""";singleton
1;7;49-51;"And I said, ""Master, among such as these I ought surely to recognize some who were polluted with these evils.""";singleton
1;7;52-54;"And he to me, ""You harbor a vain thought: the undiscerning life that made them foul now makes them dim to all discernment.""";singleton
1;7;55-57;"They will come forever to the two buttings; these will rise from the grave with closed fist, and these with cropped hair.";singleton
1;7;58-60;Ill-giving and ill-keeping have robbed them of the fair world and set them to this scuffle—what that is, I spend no fair words to say.;singleton
1;7;61-63;Now can you see, my son, the brief mockery of the goods that are committed to Fortune, for which humankind contend with one another.;singleton
1;7;64-66;Because all the gold that is beneath the moon, or ever was, would not give rest to a single one of these weary souls.;singleton
1;7;67-69;"""Master,"" I said, ""now tell me further: this Fortune which you touch on here, what is it, which has the goods of the world so in its clutches?""";singleton
1;7;70-72;"And he to me, ""O foolish creatures, how great is the ignorance that besets you! I would have you receive my judgment on this now.""";singleton
1;7;73-75;He whose wisdom transcends all, made the heavens and gave them guides, so that every part shines to every part, ;singleton
1;7;76-78;equally distributing the light. In like manner, for worldly splendors He ordained a general minister and guide;singleton
1;7;79-81; who should in due time transfer the vain goods. From race to race, and from one to another blood, beyond the prevention of human wit, ;singleton
1;7;82-84;so that one race rules and another languishes. Pursuant to her judgment, which is hidden like the snake in the grass.;singleton
1;7;85-87; Your wisdom cannot withstand her. She foresees, judges, and pursues her reign, as theirs the other gods. ;singleton
1;7;88-90;Her changes know no truce. Necessity compels her to be swift, so fast do men come to their turns. ;singleton
1;7;91-93;This is she who is much reviled even by those who ought to praise her. But they wrongfully blame her and defame her. ;singleton
1;7;94-96;But she is blest and does not hear it. Happy with the other primal creatures she turns her sphere and rejoices in her bliss.;singleton
1;7;97-99;"""Now let us descend to greater wretchedness: already every star sinks that was rising when I set out, and to stay overlong is forbidden.""";singleton
1;7;100-102;We crossed the circle to the other edge, above a fount that boils and pours over by a trench leading from it.;singleton
1;7;103-105;"The water was far darker than perse; and we, in company with the murky waves, entered down through a strange way.";singleton
1;7;106-108;This dismal little stream, when it has descended to the foot of the malign gray slopes, flows into the marsh that is named Styx.;singleton
1;7;109-111;And I, who was standing intent to gaze, saw a muddy people in that bog, all naked and with looks of rage.;singleton
1;7;112-114;They were smiting each other not with hand only, but with head and chest and feet, and tearing each other piecemeal with their teeth.;singleton
1;7;115-117;"The good master said, ""Son, you see now the souls of those whom anger overcame."" And I would also have you know for certain";singleton
1;7;118-120; that down under the water are people who sigh and make it bubble at the surface. As your eye tells you wherever it turns.;singleton
1;7;121-123;" Fixed in the slime they say, ""We were sullen in the sweet air that is gladdened by the sun.""";singleton
1;7;124-126;"""Bearing within us the sluggish fumes; now we are sullen in the black mire."" This hymn they gurgle in their throats. For they cannot speak it in full words. ";singleton
1;7;127-129;"Thus we compassed a great arc of that foul pond between the dry bank and the slough. With eyes turned on those that swallow the mire; ";singleton
1;7;130-130;and we came at length to the foot of a tower.;singleton
1;8;1-3;I say, continuing, that long before we had come to the foot of the high tower, our eyes went upward to its summit, ;singleton
