cantica;canto;verse;text
Inferno;5;94-96;Di quel che udire e che parlar vi piace, noi udiremo e parleremo a voi, mentre che ’l vento, come fa, ci tace.
Inferno;5;97-99;Siede la terra dove nata fui su la marina dove ’l Po discende per aver pace co’ seguaci sui.
Inferno;5;100-102;"Amor, ch'al cor gentil ratto s'apprende, prese costui de la bella persona che mi fu tolta; e 'l modo ancor m'offende."
Inferno;5;103-105;Amor, ch’a nullo amato amar perdona, mi prese del costui piacer sì forte, che, come vedi, ancor non m’abbandona.
Inferno;5;106-108;"Amor condusse noi ad una morte. Caina attende chi a vita ci spense}}"". Queste parole da lor ci fuor porte."
Inferno;5;109-111;"Quand’io intesi quell’anime offense, china’ il viso, e tanto il tenni basso, fin che ’l poeta mi disse: ""Che pense?""."
Inferno;5;112-114;"Quando rispuosi, cominciai: ""Oh lasso, quanti dolci pensier, quanto disio menò costoro al doloroso passo!""."
Inferno;5;115-117;"Poi mi rivolsi a loro e parla’ io, e cominciai: ""Francesca, i tuoi martìri a lagrimar mi fanno tristo e pio."
Inferno;5;118-120;"Ma dimmi: al tempo d’i dolci sospiri, a che e come concedette amore che conosceste i dubbiosi disiri?""."
Inferno;5;121-123;"E quella a me: ""Nessun maggior dolore che ricordarsi del tempo felice ne la miseria; e ciò sa 'l tuo dottore.}}"
Inferno;5;124-126;Ma s’a conoscer la prima radice del nostro amor tu hai cotanto affetto, dirò come colui che piange e dice.
Inferno;5;127-129;"Noi leggiavamo un giorno per diletto di Lancialotto come amor lo strinse; soli eravamo e sanza alcun sospetto."
Inferno;5;130-132;"Per più fïate li occhi ci sospinse quella lettura, e scolorocci il viso; ma solo un punto fu quel che ci vinse."
Inferno;5;133-135;Quando leggemmo il disïato riso esser basciato da cotanto amante, questi, che mai da me non fia diviso,
Inferno;5;136-138;"la bocca mi basciò tutto tremante. Galeotto fu ’l libro e chi lo scrisse: quel giorno più non vi leggemmo avante"".}}"
Inferno;5;139-141;"Mentre che l'uno spirto questo disse, l'altro piangëa; sì che di pietade io venni men così com'io morisse."
Inferno;5;142-142;E caddi come corpo morto cade.}}
Inferno;6;1-3;Al tornar de la mente, che si chiuse dinanzi a la pietà d’i due cognati, che di trestizia tutto mi confuse,
Inferno;6;4-6;novi tormenti e novi tormentati mi veggio intorno, come ch’io mi mova e ch’io mi volga, e come che io guati.
Inferno;6;7-9;"Io sono al terzo cerchio, de la piova etterna, maladetta, fredda e greve; regola e qualità mai non l’è nova."
Inferno;6;10-12;"Grandine grossa, acqua tinta e neve per l’aere tenebroso si riversa; pute la terra che questo riceve."
Inferno;6;13-15;Cerbero, fiera crudele e diversa, con tre gole caninamente latra sovra la gente che quivi è sommersa.
Inferno;6;16-18;"Li occhi ha vermigli, la barba unta e atra, e ’l ventre largo, e unghiate le mani; graffia li spirti ed iscoia ed isquatra."
Inferno;6;19-21;"Urlar li fa la pioggia come cani; de l’un de’ lati fanno a l’altro schermo; volgonsi spesso i miseri profani."
Inferno;6;22-24;"Quando ci scorse Cerbero, il gran vermo, le bocche aperse e mostrocci le sanne; non avea membro che tenesse fermo."
Inferno;6;25-27;E ’l duca mio distese le sue spanne, prese la terra, e con piene le pugna la gittò dentro a le bramose canne.
Inferno;6;28-30;Qual è quel cane ch’abbaiando agogna, e si racqueta poi che ’l pasto morde, ché solo a divorarlo intende e pugna,
Inferno;6;31-33;cotai si fecer quelle facce lorde de lo demonio Cerbero, che ’ntrona l’anime sì, ch’esser vorrebber sorde.
Inferno;6;34-36;Noi passavam su per l’ombre che adona la greve pioggia, e ponavam le piante sovra lor vanità che par persona.
Inferno;6;37-39;Elle giacean per terra tutte quante, fuor d’una ch’a seder si levò, ratto ch’ella ci vide passarsi davante.
Inferno;6;40-42;"""O tu che se’ per questo ’nferno tratto"", mi disse, ""riconoscimi, se sai: tu fosti, prima ch’io disfatto, fatto""."
Inferno;6;43-45;"E io a lui: ""L’angoscia che tu hai forse ti tira fuor de la mia mente, sì che non par ch’i’ ti vedessi mai."
Inferno;6;46-48;"Ma dimmi chi tu se’ che ’n sì dolente loco se’ messo, e hai sì fatta pena, che, s’altra è maggio, nulla è sì spiacente""."
Inferno;6;49-51;"Ed elli a me: ""La tua città, ch’è piena d’invidia sì che già trabocca il sacco, seco mi tenne in la vita serena."
Inferno;6;52-54;Voi cittadini mi chiamaste Ciacco: per la dannosa colpa de la gola, come tu vedi, a la pioggia mi fiacco.}}
Inferno;6;55-57;"E io anima trista non son sola, ché tutte queste a simil pena stanno per simil colpa"". E più non fé parola."
Inferno;6;58-60;"Io li rispuosi: ""Ciacco, il tuo affanno mi pesa sì, ch’a lagrimar mi ’nvita; ma dimmi, se tu sai, a che verranno"
Inferno;6;61-63;"li cittadin de la città partita; s’alcun v’è giusto; e dimmi la cagione per che l’ ha tanta discordia assalita""."
Inferno;6;64-66;"E quelli a me: ""Dopo lunga tencione verranno al sangue, e la parte selvaggia caccerà l’altra con molta offensione."
Inferno;6;67-69;Poi appresso convien che questa caggia infra tre soli, e che l’altra sormonti con la forza di tal che testé piaggia.
Inferno;6;70-72;Alte terrà lungo tempo le fronti, tenendo l’altra sotto gravi pesi, come che di ciò pianga o che n’aonti.
Inferno;6;73-75;"Giusti son due, e non vi sono intesi; superbia, invidia e avarizia sono le tre faville c’ hanno i cuori accesi""."
Inferno;6;76-78;"Qui puose fine al lagrimabil suono. E io a lui: ""Ancor vo’ che mi ’nsegni e che di più parlar mi facci dono."
Inferno;6;79-81;Farinata e ’l Tegghiaio, che fuor sì degni, Iacopo Rusticucci, Arrigo e ’l Mosca e li altri ch’a ben far puoser li ’ngegni,
Inferno;6;82-84;"dimmi ove sono e fa ch’io li conosca; ché gran disio mi stringe di savere se ’l ciel li addolcia o lo ’nferno li attosca""."
Inferno;6;85-87;"E quelli: ""Ei son tra l’anime più nere; diverse colpe giù li grava al fondo: se tanto scendi, là i potrai vedere."
Inferno;6;88-90;"Ma quando tu sarai nel dolce mondo, priegoti ch’a la mente altrui mi rechi: più non ti dico e più non ti rispondo""."
Inferno;6;91-93;"Li diritti occhi torse allora in biechi; guardommi un poco e poi chinò la testa: cadde con essa a par de li altri ciechi."
Inferno;6;94-96;"E ’l duca disse a me: ""Più non si desta di qua dal suon de l’angelica tromba, quando verrà la nimica podesta:"
Inferno;6;97-99;"ciascun rivederà la trista tomba, ripiglierà sua carne e sua figura, udirà quel ch’in etterno rimbomba""."
Inferno;6;100-102;"Sì trapassammo per sozza mistura de l’ombre e de la pioggia, a passi lenti, toccando un poco la vita futura;"
Inferno;6;103-105;"per ch’io dissi: ""Maestro, esti tormenti crescerann’ei dopo la gran sentenza, o fier minori, o saran sì cocenti?""."
Inferno;6;106-108;"Ed elli a me: ""Ritorna a tua scïenza, che vuol, quanto la cosa è più perfetta, più senta il bene, e così la doglienza."
Inferno;6;109-111;"Tutto che questa gente maladetta in vera perfezion già mai non vada, di là più che di qua essere aspetta""."
Inferno;6;112-114;"Noi aggirammo a tondo quella strada, parlando più assai ch’i’ non ridico; venimmo al punto dove si digrada:"
Inferno;6;115-115;quivi trovammo Pluto, il gran nemico.
Inferno;7;1-3;"""Pape Satàn, pape Satàn aleppe!"", cominciò Pluto con la voce chioccia; e quel savio gentil, che tutto seppe,"
Inferno;7;4-6;"disse per confortarmi: ""Non ti noccia la tua paura; ché, poder ch’elli abbia, non ci torrà lo scender questa roccia""."
Inferno;7;7-9;"Poi si rivolse a quella ’nfiata labbia, e disse: ""Taci, maladetto lupo! consuma dentro te con la tua rabbia."
Inferno;7;10-12;"Non è sanza cagion l’andare al cupo: vuolsi ne l’alto, là dove Michele fé la vendetta del superbo strupo}}""."
Inferno;7;13-15;Quali dal vento le gonfiate vele caggiono avvolte, poi che l’alber fiacca, tal cadde a terra la fiera crudele.
Inferno;7;16-18;Così scendemmo ne la quarta lacca, pigliando più de la dolente ripa che ’l mal de l’universo tutto insacca.
Inferno;7;19-21;Ahi giustizia di Dio! tante chi stipa nove travaglie e pene quant’io viddi? e perché nostra colpa sì ne scipa?
Inferno;7;22-24;Come fa l’onda là sovra Cariddi, che si frange con quella in cui s’intoppa, così convien che qui la gente riddi.
Inferno;7;25-27;Qui vid’i’ gente più ch’altrove troppa, e d’una parte e d’altra, con grand’urli, voltando pesi per forza di poppa.
Inferno;7;28-30;"Percotëansi ’ncontro; e poscia pur lì si rivolgea ciascun, voltando a retro, gridando: ""Perché tieni?"" e ""Perché burli?""."
Inferno;7;31-33;"Così tornavan per lo cerchio tetro da ogne mano a l’opposito punto, gridandosi anche loro ontoso metro;"
Inferno;7;34-36;poi si volgea ciascun, quand’era giunto, per lo suo mezzo cerchio a l’altra giostra. E io, ch’avea lo cor quasi compunto,
Inferno;7;37-39;"dissi: ""Maestro mio, or mi dimostra che gente è questa, e se tutti fuor cherci questi chercuti a la sinistra nostra""."
Inferno;7;40-42;"Ed elli a me: ""Tutti quanti fuor guerci sì de la mente in la vita primaia, che con misura nullo spendio ferci."
Inferno;7;43-45;Assai la voce lor chiaro l’abbaia, quando vegnono a’ due punti del cerchio dove colpa contraria li dispaia.
Inferno;7;46-48;"Questi fuor cherci, che non han coperchio piloso al capo, e papi e cardinali, in cui usa avarizia il suo soperchio}}""."
Inferno;7;49-51;"E io: ""Maestro, tra questi cotali dovre’ io ben riconoscere alcuni che furo immondi di cotesti mali""."
Inferno;7;52-54;"Ed elli a me: ""Vano pensiero aduni: la sconoscente vita che i fé sozzi, ad ogne conoscenza or li fa bruni."
Inferno;7;55-57;In etterno verranno a li due cozzi: questi resurgeranno del sepulcro col pugno chiuso, e questi coi crin mozzi.
Inferno;7;58-60;Mal dare e mal tener lo mondo pulcro ha tolto loro, e posti a questa zuffa: qual ella sia, parole non ci appulcro.
Inferno;7;61-63;"Or puoi, figliuol, veder la corta buffa d’i ben che son commessi a la fortuna, per che l’umana gente si rabuffa;"
Inferno;7;64-66;"ché tutto l’oro ch’è sotto la luna e che già fu, di quest’anime stanche non poterebbe farne posare una""."
Inferno;7;67-69;"""Maestro mio"", diss’io, ""or mi dì anche: questa fortuna di che tu mi tocche, che è, che i ben del mondo ha sì tra branche?""."
Inferno;7;70-72;"E quelli a me: ""Oh creature sciocche, quanta ignoranza è quella che v’offende! Or vo’ che tu mia sentenza ne ’mbocche."
Inferno;7;73-75;Colui lo cui saver tutto trascende, fece li cieli e diè lor chi conduce sì, ch’ogne parte ad ogne parte splende,
Inferno;7;76-78;distribuendo igualmente la luce. Similemente a li splendor mondani ordinò general ministra e duce
Inferno;7;79-81;"che permutasse a tempo li ben vani di gente in gente e d’uno in altro sangue, oltre la difension d’i senni umani;"
Inferno;7;82-84;per ch’una gente impera e l’altra langue, seguendo lo giudicio di costei, che è occulto come in erba l’angue.
Inferno;7;85-87;Vostro saver non ha contasto a lei: questa provede, giudica, e persegue suo regno come il loro li altri dèi.
Inferno;7;88-90;"Le sue permutazion non hanno triegue: necessità la fa esser veloce; sì spesso vien chi vicenda consegue."
Inferno;7;91-93;"Quest’è colei ch’è tanto posta in croce pur da color che le dovrien dar lode, dandole biasmo a torto e mala voce;"
Inferno;7;94-96;ma ella s’è beata e ciò non ode: con l’altre prime creature lieta volve sua spera e beata si gode.
Inferno;7;97-99;"Or discendiamo omai a maggior pieta; già ogne stella cade che saliva quand’io mi mossi, e ’l troppo star si vieta""."
Inferno;7;100-102;Noi ricidemmo il cerchio a l’altra riva sovr’una fonte che bolle e riversa per un fossato che da lei deriva.
Inferno;7;103-105;"L’acqua era buia assai più che persa; e noi, in compagnia de l’onde bige, intrammo giù per una via diversa."
Inferno;7;106-108;In la palude va c’ ha nome Stige questo tristo ruscel, quand’è disceso al piè de le maligne piagge grige.
Inferno;7;109-111;E io, che di mirare stava inteso, vidi genti fangose in quel pantano, ignude tutte, con sembiante offeso.
Inferno;7;112-114;Queste si percotean non pur con mano, ma con la testa e col petto e coi piedi, troncandosi co’ denti a brano a brano.
Inferno;7;115-117;"Lo buon maestro disse: ""Figlio, or vedi l’anime di color cui vinse l’ira; e anche vo’ che tu per certo credi"
Inferno;7;118-120;che sotto l’acqua è gente che sospira, e fanno pullular quest’acqua al summo, come l’occhio ti dice, u’ che s’aggira.
Inferno;7;121-123;"Fitti nel limo dicon: ""Tristi fummo ne l'aere dolce che dal sol s'allegra, portando dentro accidïoso fummo:"
Inferno;7;124-126;"or ci attristiam ne la belletta negra"". Quest’inno si gorgoglian ne la strozza, ché dir nol posson con parola integra"".}}"
Inferno;7;127-129;Così girammo de la lorda pozza grand’arco, tra la ripa secca e ’l mézzo, con li occhi vòlti a chi del fango ingozza.
Inferno;7;130-130;Venimmo al piè d’una torre al da sezzo.
Inferno;8;1-3;Io dico, seguitando, ch’assai prima che noi fossimo al piè de l’alta torre, li occhi nostri n’andar suso a la cima
Inferno;8;4-6;per due fiammette che i vedemmo porre, e un’altra da lungi render cenno, tanto ch’a pena il potea l’occhio tòrre.
Inferno;8;7-9;"E io mi volsi al mar di tutto ’l senno; dissi: ""Questo che dice? e che risponde quell’altro foco? e chi son quei che ’l fenno?""."
Inferno;8;10-12;"Ed elli a me: ""Su per le sucide onde già scorgere puoi quello che s’aspetta, se ’l fummo del pantan nol ti nasconde""."
Inferno;8;13-15;Corda non pinse mai da sé saetta che sì corresse via per l’aere snella, com’io vidi una nave piccioletta
Inferno;8;16-18;"venir per l’acqua verso noi in quella, sotto ’l governo d’un sol galeoto, che gridava: ""Or se' giunta, anima fella!""."
Inferno;8;19-21;"""Flegïàs, Flegïàs, tu gridi a vòto"", disse lo mio segnore, ""a questa volta: più non ci avrai che sol passando il loto""."
Inferno;8;22-24;Qual è colui che grande inganno ascolta che li sia fatto, e poi se ne rammarca, fecesi Flegïàs ne l’ira accolta.
Inferno;8;25-27;"Lo duca mio discese ne la barca, e poi mi fece intrare appresso lui; e sol quand’io fui dentro parve carca."
Inferno;8;28-30;Tosto che ’l duca e io nel legno fui, segando se ne va l’antica prora de l’acqua più che non suol con altrui.
Inferno;8;31-33;"Mentre noi corravam la morta gora, dinanzi mi si fece un pien di fango, e disse: ""Chi se’ tu che vieni anzi ora?""."
Inferno;8;34-36;"E io a lui: ""S’i’ vegno, non rimango; ma tu chi se’, che sì se’ fatto brutto?"". Rispuose: ""Vedi che son un che piango""."
Inferno;8;37-39;"E io a lui: ""Con piangere e con lutto, spirito maladetto, ti rimani; ch’i’ ti conosco, ancor sie lordo tutto""."
Inferno;8;40-42;"Allor distese al legno ambo le mani; per che ’l maestro accorto lo sospinse, dicendo: ""Via costà con li altri cani!""."
Inferno;8;43-45;"Lo collo poi con le braccia mi cinse; basciommi ’l volto e disse: ""Alma sdegnosa, benedetta colei che ’n te s’incinse!"
Inferno;8;46-48;"Quei fu al mondo persona orgogliosa; bontà non è che sua memoria fregi: così s’è l’ombra sua qui furïosa."
Inferno;8;49-51;"Quanti si tegnon or là sù gran regi che qui staranno come porci in brago, di sé lasciando orribili dispregi!}}""."
Inferno;8;52-54;"E io: ""Maestro, molto sarei vago di vederlo attuffare in questa broda prima che noi uscissimo del lago""."
Inferno;8;55-57;"Ed elli a me: ""Avante che la proda ti si lasci veder, tu sarai sazio: di tal disïo convien che tu goda""."
Inferno;8;58-60;Dopo ciò poco vid’io quello strazio far di costui a le fangose genti, che Dio ancor ne lodo e ne ringrazio.
Inferno;8;61-63;"Tutti gridavano: ""A Filippo Argenti!""; e ’l fiorentino spirito bizzarro in sé medesmo si volvea co’ denti."
Inferno;8;64-66;"Quivi il lasciammo, che più non ne narro; ma ne l’orecchie mi percosse un duolo, per ch’io avante l’occhio intento sbarro."
